ID,Name,Sex,Age,Height,Weight 
3340,Kim Oscar Amb,M,21,180,87
3341,Kongolo Amba,F,23,,
3342,William Willy Ambaka Ndayara,M,26,193,100
3343,Suleman Ambaye,M,29,165,57
3344,Mubarak Ismail Amber,M,,175,64
3345,Michael John Amberg,M,34,193,83
3346,Charles Henri Adrien Amberger,M,18,,
3347,Eloise Michelle Amberger,F,21,165,55
3348,Georg Wilhelm Amberger,M,21,,
3349,Georgios Ambet,M,,,
3350,Golam Ambia,M,26,170,68
3351,Serge Ambomo,M,26,,
3352,Mal Ambonguilat,M,18,170,65
3353,Rocco Roberto Amboni,M,24,167,62
3354,Adolphe Ambowod,M,26,173,59
3355,Gunter Ambra,M,20,162,69
3356,Amedeo Ambron,M,21,174,77
3357,Harald Ambros,M,24,177,72
3358,Krystyna Ambros (-urek),F,19,178,78
3359,Paul Ambros,M,21,174,76
3360,Klaus Ambrosch,M,27,187,85
3361,Efetobore Efe Ambrose Emuobo,M,19,187,70
3362,Bianca Ambrosetti,F,14,,
3363,Christie Ambrosi,F,23,172,70
3364,Giampaolo Ambrosi,M,23,174,72
3365,Ernesto Ambrosini,M,25,,
3366,Massimo Ambrosini,M,23,184,77
3367,Tito Ambrosini,M,,,
3368,Felizardo Silvestre Bumba Ambrsio,M,20,201,95
3369,Sandra Ambrosio Monica,F,33,,
3370,Bartolo Ambrosione,M,25,182,75
3371,Jen Ambrzi,M,23,164,68
3372,Ewa Ambroziak,F,25,174,70
3373,Zdzisaw Stanisaw Ambroziak,M,24,201,102
3374,Roman Ambroi,M,15,160,45
3375,Sndor Ambrzy,M,32,,
3376,Ferencz Ambru,M,22,,
3377,Ludovic Ambru,M,25,172,74
3378,Mariann Ambrus-Feket,F,20,178,72
3379,Mikls Ambrus,M,31,185,90
3380,Antonio Antonino Ambu,M,28,165,55
3381,Andres Ambhl,M,22,176,82
3382,Elias Ambhl,M,21,182,82
3383,Gaudenz Ambhl,M,25,178,76
3384,Heinrich Heinz Ambhl,M,,,
3385,Joos Ambhl,M,24,177,77
3386,Paulus Natangwe Ambunda,M,24,150,51
3387,Jean Ame,M,23,184,80
3388,Jos Ramn Amedo Fernndez,M,50,172,80
3389,Jamal Hussayn Ameen,M,,,
3390,Solomon Amegatcher,M,21,180,70
3391,Sabrina Ameghino,F,36,169,64
3392,Koukou Franck Amgnigan,M,21,181,76
3393,Ajuma Ameh,F,19,165,60
3394,Karl Ameisbichler,M,21,172,
3395,Samuel Lee Sammy Lee Amekudji,M,24,,
3396,Shenny Ratna Amelia,F,16,152,46
3398,Rolf-Dieter Amend,M,23,173,74
3399,Orlando Amndola,M,,,
3400,Salvador Amendola Filho,M,,178,
3401,Moustafa Amin Amer,M,22,189,79
3402,Maha Amer,F,17,165,54
3403,Mohamed Amer,M,18,199,80
3404,Mohamed Mahmoud Amer,M,39,,
3405,Mohamed Abdelraham Sayed Amer,M,28,187,87
3406,Moustafa Amer,M,21,188,74
3407,Musa (Moses-) Obaid Amer (Kipkirui-),M,19,185,68
3408,Noor Amer Al-Ameri,F,18,,
3409,Nourhan Muhammad Mahmud Amer,F,19,160,55
3410,Vijitha Padmini Amerasekera,F,30,170,64
3411,Christine Amertil (-Ling),F,21,168,54
3412,David Vincent Leslie Ames,M,27,188,82
3413,Percy Gerald Ames,M,31,183,
3414,Ronald William Ron Amess,M,22,,
3415,John A. Ametepey,M,29,185,73
3416,Raffaele Ametrano,M,23,170,68
3417,Hamoud Ameur,M,28,171,59
3418,Mohamed Ameur,M,23,176,65
3419,Eric Donu Amevor,M,26,175,68
3420,Jessica L. Amey,F,19,173,63
3421,Peter E. Amey,M,25,180,73
3422,Jules Amez-Droz,M,31,,
3423,Hilda Amezaga Harfuch,F,18,155,47
3424,Alejandro Amezcua Carried,M,23,168,68
3425,Norma Amezcua Guajardo,F,15,160,54
3426,Faustino Amiano Calvo,M,16,165,52
3427,Ana Amicarella (-Burns),F,18,,
3428,Francesco Amici,M,32,174,95
3429,Ugo Amicosante,M,34,170,76
3430,Audrey Amiel,F,29,164,65
3431,Eliahu Amiel,M,27,185,
3432,Adokie Amiesimaka,M,23,,
3433,Sbastien Amiez,M,21,180,87
3434,Henry Amike,M,22,185,71
3435,Fuad Anwar Amin,M,23,177,68
3436,Jehangoo Amin,M,,,
3437,Mohamed Amin,M,22,,
3438,Mohamed Salah Amin,M,24,168,57
3439,Mashallah Amin Sorour,M,33,165,69
3440,Sandro Aminashvili,M,24,180,85
3441,Nazem Amine,M,33,169,67
3442,Amir Amini,M,24,190,83
3443,Vladislav Viktorovich Aminov,M,23,191,82
3444,Al-Farouq Ajiede Aminu,M,21,211,98
3445,Abdul Wahab Alade Aminu,M,24,210,102
3447,Mamadou Amir,M,18,,
3448,Mohamed Amir,M,22,168,64
3450,Hasli Izwan Amir Hasan,M,31,166,85
3451,Iraj Amir-Akhori,M,25,164,60
3452,Bbak Amir-Tahmasseb,M,24,182,75
3453,Slava Lvovich Amiragov,M,26,,
3454,Pantelis Amiras,M,,,
3455,Mansour Amirasefi,M,31,175,68
3456,Benik Amirian,M,,,
3457,Samira Amirova,F,18,162,47
3458,Zamira Shamiliyevna Amirova,F,21,167,58
3459,Mobange Amisi,M,23,178,
3460,Loc Amisse,M,21,166,63
3461,Salvatore Amitrano,M,24,184,73
3462,Timothy Tim Amitrano,M,25,171,70
3463,Savitree Amitrapai,F,27,164,56
3464,Mathilde Amivi Petitjean,F,19,163,60
3465,Naeem Amjad,M,23,173,70
3466,Joseph Brian Joe Amlong,M,27,186,86
3467,Thomas Kennedy Tom Amlong,M,29,186,91
3468,Ernst Ammann,M,27,188,113
3469,Hans Ammann,M,32,172,55
3470,Peter Ammann,M,23,175,73
3471,Sieglinde Ammann (Pfannerstill-),F,22,178,65
3472,Simon Ammann,M,16,171,55
3473,Amanda Ammar,F,20,157,54
3474,Habib Ammar,M,29,184,84
3475,Caroline Ammel (-Burger),F,26,165,51
3476,Max Heinrich Ammermann,M,21,,
3477,Otto Ammermann,M,43,183,71
3478,Mohamed Ammi,M,,,
3480,Hussain Ammouta,M,22,,
3481,Chibou Amna,M,,,
3482,Thongdy Amnouayphone,M,19,165,60
3483,Agapius Masong Amo,M,21,179,67
3484,Christian Amoah,M,17,184,82
3485,Johnson O. Amoah,M,28,183,73
3486,Florent Amodio,M,19,164,56
3487,Daniel Owofin Amokachi,M,23,182,78
3488,Artur Amon,M,20,177,75
3489,Andrew Amonde,M,32,190,104
3490,Benjamin Edward Ben Amonette,M,37,183,75
3491,Anthony Lewis Tony Amonte,M,27,183,91
3492,Seth Kwame Amoo,M,25,170,68
3493,Edward John Amoore,M,31,,
3494,Judith Florence Judy Amoore-Pollock,F,24,163,55
3495,William George Bill Amor,M,28,,
3496,Eugenio Amore,M,36,194,92
3497,Juan Diego de la Trinidad Amores Arias,M,24,,
3498,Carole Amoric (-Andraca),F,23,168,56
3499,Ana Carolina Amorim,F,21,181,68
3500,Gonalo Jos Valada Amorim,M,31,177,67
3501,Maria Laura Silva Amorim,F,20,,
3502,Patricia Filler Amorim,F,19,165,53
3503,Eduarda Idalina Duda Amorim-Taleska,F,21,186,84
3504,Paolo Amorini,M,23,184,83
3505,Eduardo Julio Amors Lluch,M,33,170,69
3506,Marta Amors Romagosa,F,18,166,50
3507,Vanessa Amors Quiles,F,21,165,62
3508,Arturo Jorge Amos,M,21,,
3509,Charles Amos,M,23,173,76
3511,Linda Amos,F,18,173,73
3512,Nijel Carlos Amilfitano Amos,M,18,179,60
3513,Troy Amos-Ross,M,21,180,81
3514,Zinaida Stepanovna Amosova (Shishkina-),F,26,163,
3515,Paulo Amotun Lokoro,M,24,170,61
3516,Gustave Joseph Amoudruz,M,35,,
3517,Jean-Claude Amoureux,M,20,170,62
3518,Gbedikpe Emmanuel Amouzou,M,18,170,68
3519,Roman Amoyan,M,24,158,55
3520,Guillermo J. Amparan,M,,,
3521,Jorge Amparo,M,22,175,71
3522,Edgar Montague Amphlett,M,40,,
3523,Erich Amplatz,M,32,185,84
3524,Klaus Ampler,M,27,174,75
3525,Uwe Ampler,M,24,182,77
3526,Alberta Boatema Ampomah,F,17,,80
3527,John Ampomah,M,26,191,100
3528,Janet Amponsah,F,23,171,52
3529,Karl Ampt,M,23,190,80
3530,Eduardo Ampudia Nio de Rivera,M,20,,
3531,Veronica Ampudia Nio de Rivera,F,18,,
3532,Omar Amr,M,29,180,92
3533,Noureddine Amrabat,M,25,178,71
3534,Rafik Amrane,M,23,177,70
3536,Franz Albert Amrhein,M,29,,
3537,Marwa Al-Amri,F,19,160,58
3538,Anand Amritraj,M,36,185,77
3539,Vijay Amritraj,M,34,193,75
3540,Juraj Amel,M,23,,
3541,Iryna Vitalivna Amshennikova,F,18,174,58
3542,Mohamed Amsif,M,23,187,90
3543,Heinrich Amsinck,M,44,,
3544,Gaston Marcel Amson,M,36,,
3545,Gottlieb Amstein,M,21,,
3546,Ursula Amstein,F,20,172,58
3547,Arnold Amstutz,M,,,
3548,Abdul Karim Ohimai Amu,M,23,185,77
3549,Daniel Dan Amuke,M,22,180,69
3550,Erasmus Samuel A. O. Sam Amukun,M,19,169,64
3551,Gudmund Birger Amundin,M,32,,
3552,Gail Amundrud (-Beattie),F,19,183,70
3554,Arthur Martinius Amundsen,M,22,,
3555,Harald Amundsen,M,21,186,83
3556,Mauritz Amundsen,M,32,,
3557,Steinar Amundsen,M,23,195,88
3558,Tom Amundsen,M,29,190,85
3559,Emmanuel Amunike,M,25,176,70
3560,Oluwatobiloba Ayomide Amusan,F,19,,55
3561,Stanley Amuzie,M,20,171,85
3562,Mohamed Amyn,M,28,168,53
3563,Francis Frank Amyot,M,31,188,84
3564,Hassan Amzile,M,28,183,64
3565,Vasilena Gerginova Amzina (Stefanova-),F,30,169,53
3566,An Ba-Ul,M,22,169,66
3567,An Byeong-Geun,M,22,172,78
3568,An Byeong-Gyun,M,21,178,64
3569,An Byeong-Hun,M,24,186,95
3570,An Byeong-Hun,M,24,170,60
3571,An Byeong-Seok,M,,180,
3572,An Chang-Rim,M,22,170,73
3573,An Cheon-Yeong,M,24,163,57
3574,An Dae-Hyeon,M,25,166,67
3575,An Dal-Ho,M,21,183,75
3577,An Deok-Gi,M,24,173,58
3578,An Gil-Wan,M,27,174,74
3579,An Gyeong-Ja,F,18,169,59
3580,An Hae-Eun,F,21,159,48
3581,An Han-Bong,M,23,163,62
3582,An Han-Yeong,M,28,165,57
3583,An Hui-Bong,M,23,188,100
3584,An Hyo-Ju,F,28,168,54
3585,An Jae-Hyeong,M,23,183,74
3586,An Jae-Song,M,26,161,63
3587,An Jae-Won,M,24,162,57
3588,An Jeong-Geun,M,39,174,72
3589,An Jeong-Hwa,F,27,162,62
3590,An Ji-Min,F,17,163,52
3591,An Jin-Su,M,22,185,83
3592,An Jong-Deuk,M,22,183,79
3593,An Kum-Ae,F,28,160,52
3594,An Myong-Hwa,F,17,,
3595,An Sang-Mi,F,18,155,48
3596,An Se-Hyeon,F,20,168,57
3597,An Se-Uk,M,28,168,69
3598,An Sen-Za,F,18,,
3599,An Seon-Mi,F,23,175,62
3600,An Seul-Ki,F,24,161,46
3601,An Su-Gyeong,F,17,160,65
3602,An U-Hyeok,M,24,178,74
3603,An Ung-Nam,M,28,183,93
3604,Viktor An,M,16,170,65
3605,An Weijiang,M,22,178,72
3606,An Yeong-Han,M,30,,
3607,An Yeong-Sik,M,,,
3608,An Yeong-Su,M,20,174,70
3609,An Yong-Gwon,M,21,188,138
3610,An Yulong,M,19,173,70
3611,An Zhongxin,F,23,170,65
3612,Ana Flvia Chritaro Daniel Sanglard,F,22,187,73
3613,Ana Lcia de Camargo Barros,F,22,176,71
3614,Ana Paula Rodrigues-Belo,F,20,172,67
3615,Ana Paula Rodrigues Connelly (-Rodrigues Henkel),F,20,183,68
3616,Phara Anacharsis,F,24,177,58
3617,Tnia Anacleto Grgorio,F,24,165,59
3618,Nikolaos Anagnostopoulos,M,,,
3619,Ioanna Anagnostopoulou,F,19,181,58
3620,Khrysoula Anagnostopoulou,F,24,175,85
3621,Gerasimos Anagnostou,M,,,
3622,Yasemin Ecem Anagz,F,17,165,66
3623,Takamasa Anai,M,27,187,100
3624,Jimmy Anak Ahar,M,22,173,65
3625,Galina Yakhorova Anakhrieva,F,21,185,84
3626,Douglas Thomas Doug Anakin,M,33,,
3627,Tony Analau,M,27,,62
3628,Lolita Volodymyrivna Ananasova,F,24,169,52
3629,Zoya Sergeyevna Ananchenko,F,19,165,67
3630,Kandiah Anandarajah,M,25,,
3631,Anis Viktorovich Ananenko,M,26,176,65
3632,Borislav Ananiev,M,20,185,80
3633,Yekaterina Igorevna Ananina,F,18,172,62
3634,Lyudmila Arkadyevna Ananko,F,19,163,55
3635,Tatyana Vasilyevna Ananko,F,16,171,52
3636,Mohsen Muhammad Abdul Mohsen Anany Youssef Mustapha,M,23,187,113
3637,Akhmed Anarbayev,M,20,178,65
3638,Omar Anas,M,,184,82
3639,Yuliya Igorevna Anashkina,F,25,172,70
3640,Mikhailis Anastasakis,M,21,183,92
3641,Mircea Anastasescu,M,21,178,75
3642,Lawrence Joseph Larry Anastasi,M,30,185,77
3643,Flavio Anastasia,M,23,188,81
3644,Georgios Anastasiadis,M,,,
3645,Nikolaos Nikos Anastasiadis,M,21,,
3646,Katerina Anastasiou,F,25,,
3647,Konstantinos Kostas Anastasiou,M,21,181,71
3648,Savina Aglaia Anastasiou,F,18,164,53
3649,Themistoklis Anastasoglou,M,,,
3650,Sotirios Anastasopoulos,M,,,
3651,Asya Anastasova,F,22,163,51
3652,Svetlana Anastasovski-Obuina,F,19,176,65
3653,Virginia Anchestegui Rabasa,F,15,168,55
3654,Xavier Anchetti,M,34,168,
3655,Anton Pavlovich Anchin,M,22,187,68
3656,Jos Andrs Anchondo Garca,M,25,185,75
3657,Rafael Domingo Anchundia Delgado,M,22,160,54
3659,Mario Ani,M,16,195,84
3660,Osvaldo A. Ancinas,M,25,,
3661,Julius Theodoor Jules Ancion,M,27,,
3662,Zygmunt Jzef Anczok,M,26,178,77
3663,Kenneth Andam,M,24,172,79
3664,Christophe Andanson,M,23,187,90
3665,Leopoldo Jos Andara Gonzlez,M,22,179,66
3666,Martin Ande,M,20,170,57
3667,Anthony Andeh,M,19,175,57
3668,Olaf van Andel,M,24,193,90
3669,William Peter Andelfinger,M,23,168,
3670,Jan Andenne,M,,,
3671,Ragnhild Andens,F,22,174,60
3672,milie Andol,F,28,170,97
3673,Olle Henrik Martin Anderberg,M,28,,
3674,Angela Rosa Anderes,F,16,,
3675,Thomas Andergassen,M,24,166,62
3676,Stefan Steve Anderhub,M,27,187,104
3677,Gnter Anderl,M,21,182,65
3678,Alois Anderle,M,30,,
3679,Nino Anderlini,M,25,,
3680,Bernd Anders,M,26,189,90
3681,Elizabeth Rambo Beth Anders,F,32,174,73
3682,Birk Anders,M,20,185,75
3683,Helga-Beate Anders-Gummelt,F,24,169,53
3684,Aage Jrgen Christian Andersen,M,22,,
3685,Peter Johan Albert Antomius Andersen,M,29,,
3686,Alf Steen Andersen,M,21,,
3687,Anders Peter Andersen,M,26,,70
3688,Anders Jakob Hartington Andersen,M,25,164,51
3690,Anja Jul Andersen,F,27,178,
3691,Anne Dsane Andersen,F,23,183,86
3692,Anne Nymark Andersen (-Rylandsholm),F,23,168,56
3693,Anton Kristian Andersen,M,39,,
3694,Arne Johan Andersen,M,20,,
3695,Arne Andersen,M,28,185,82
3696,Axel Sigurd Andersen,M,20,,
3698,Bernhard Vilhelm Andersen,M,28,,
3699,Bjrn Andersen,M,29,175,71
3700,Brge Kaas Andersen (-Kaas-Andersen),M,23,186,83
3701,Camilla Rseler Andersen,F,23,169,65
3702,Carl Andersen,M,27,,
3703,Carl Albert Andersen,M,23,,
3704,Carl C. Andersen,M,,,
3705,Carl Rudolf Svend Andersen,M,20,,
3706,Carl-Ebbe Andersen,M,19,,
3707,Cato Hamre Andersen,M,24,183,80
3708,Cato Tom Andersen,M,20,180,86
3709,Jens Christian Ludvig Pedersen (Kristian) Andersen (Bt),M,23,,
3710,Christian Foget Andersen,M,25,,
3711,David Emil Andersen,M,24,211,102
3713,Erik Eloe Andersen,M,21,,
3714,Erik Thorvald Andersen,M,29,,
3715,Erling Norman Andersen,M,26,,
3716,Erling Andersen,M,23,182,65
3717,Espen Andersen,M,22,179,70
3718,Johan Frederik Kobberup Andersen,M,28,,
3719,Frida Andersn,F,26,164,67
3720,Frithjof Andersen,M,27,,
3721,Fritiof Normann Andersen,M,21,,
3722,Geir Andersen,M,19,175,75
3723,Georg Arnfinn Andersen,M,25,190,112
3724,Gjert Andersen,M,20,174,72
3725,Greta Marie Andersen (-Sonnichsen -Veress),F,21,,
3726,Gunnar Tycho Langhof Andersen,M,21,168,
3727,Gunnar Andersen,M,22,,
3728,Hans Christian Andersen,M,38,,
3729,Henrik Andersen,M,25,,75
3730,Henrik Steen Andersen,M,23,193,95
3731,Henry Anders Peter Brask Andersen,M,23,,
3732,Herluf Juhl Andersen,M,40,177,
3733,Herman Viktor Gunder Andersen,M,19,,
3734,Hjalmar Johan Andersen,M,24,,
3735,Hjalmart Nrregaard Andersen (-Eering),M,22,,
3737,Inge Andersen (-Jensen),F,16,162,53
3740,Jannik Madum Andersen,M,20,193,83
3741,Jens Christian Andersen,M,27,,
3742,Jette Andersen (-Ingstrup),F,19,167,54
3743,Jim Ronny Andersen,M,29,177,78
3744,Johan Vilhelm Andersen,M,32,,
3745,Einar Harry Johannes Andersen,M,23,168,53
3746,Jonas Solberg Andersen,M,28,184,85
3747,Georg Jonny Andersen,M,24,,
3748,Judith Solveig Seitzberg Andersen (-Lyster),F,24,184,73
3749,Jrgen Marius Andersen,M,26,,
3750,Jrgen Wrnding Andersen,M,26,170,75
3751,Kaj Andersen,M,28,185,108
3752,Karen Margrete Andersen (Friis- -Jrgensen),F,19,,
3753,Keld Jul Andersen,M,26,186,79
3754,Kjerstin Andersen,F,29,179,82
3755,Knud Erik Andersen,M,26,,
3756,Kristine Andersen,F,28,172,72
3757,Lars Hkon Bakkehaugen Andersen,M,20,181,95
3758,Leif Ragnar Andersen,M,16,,
3759,Else Lilly Lilli Andersen (-Svanberg),F,17,,
3761,Mads Christian Kruse Andersen,M,30,187,75
3762,Peter Marius Andersen,M,23,,
3763,Mette Andersen,F,30,183,68
3764,Morgan Andersen,M,21,177,80
3765,Niels Andersen,M,40,,
3766,Nils Henry Andersen,M,22,178,70
3767,Nina Nymark Andersen (-Jakobsen),F,23,173,60
3768,Ove Andersen,M,28,178,70
3769,Peter Frank Andersen,M,22,,
3770,Peter Riis Andersen,M,24,176,67
3771,Peter Villemoes Andersen,M,28,,
3772,Petter Andersen,M,28,172,70
3773,Paul Kuhlman Poul Andersen,M,30,173,73
3774,Poul Kappel Andersen,M,24,,
3775,Reidar Andersen,M,24,180,
3776,Hugo Ricardo Andersen,M,24,198,140
3777,Rolf-Peder Hermann Andersen,M,27,181,70
3778,Sigvard August Andersen,M,18,,
3779,Stine Myrhj Andersen,F,27,169,75
3780,Sren Andersen,M,22,,
3781,Sren Birkegaard Andersen,M,28,189,85
3782,Terje Andersen,M,23,180,75
3784,Vagn Peter Michael Andersen,M,35,183,74
3785,Vigo Carl Andersen,M,21,,
3786,Villy Bkgaard Andersen,M,22,168,51
3787,Gabriela Gaby Andersen-Schiess,F,39,165,56
3788,Grete Andersen-Waitz,F,18,172,53
3789,nderson Lus de Abreu Oliveira,M,20,176,77
3790,Anderson de Oliveira Rodrigues,M,30,190,95
3791,Alberto Anderson,M,,,
3792,Alyssa Jean Anderson,F,21,173,64
3793,Andrea Arlene Anderson (-Bolder),F,22,164,61
3794,Arthur Emilius David Anderson,M,25,,
3795,Beverly Marie Anderson (-Brockway),F,21,,
3796,Robert James Gilbert Bob Anderson,M,29,,
3797,Brett Franklin Anderson,M,20,193,104
3798,Brian Anderson,M,25,169,63
3799,Charles Howard Anderson,M,33,,
3800,Christopher Daniel Chris Anderson,M,28,189,74
3801,Clvis Anderson Jnior,M,25,172,76
3802,Colin Anderson,M,,,
3803,Craig Anthony Anderson,M,19,187,86
3804,Dale Irwin Anderson,M,19,172,57
3805,David Rollo Dave Anderson,M,20,,
3806,David Dave Anderson,M,22,184,79
3807,David Dave Anderson,M,22,173,57
3808,David Anderson,M,23,190,86
3809,David Lennon James Anderson,M,26,194,80
3810,Derrick Anderson,M,22,173,66
3811,Derrick John Anderson,M,28,180,75
3812,Edwin Lamont Ed Anderson,M,25,173,
3813,Eduardo A. Anderson Igarzabal,M,18,174,64
3814,Edward Allan Anderson,M,60,166,63
3815,Gary Lee Anderson,M,25,183,77
3816,Gary John Anderson,M,20,181,75
3817,Gary Myers Anderson,M,19,193,88
3818,Gerald C. Anderson,M,,,
3819,Glenn Christopher Anderson,M,19,185,86
3820,Haley Danita Anderson,F,20,178,68
3821,Hershel Lee Anderson,M,35,183,86
3822,Isaac J. Ike Anderson,M,30,168,62
3823,Jamie Louise Anderson,F,23,160,54
3824,Jasey-Jay Anderson,M,22,178,80
3825,Jenny-Lyn Anderson,F,19,162,
3826,Jerome Herbert Jerry Anderson,M,32,169,70
3827,Judith Jodi Anderson,F,26,168,57
3828,John Franklin Anderson,M,20,191,97
3829,John Anderson,M,21,185,86
3830,John Justin Anderson,M,28,,
3832,John Anderson,M,21,195,80
3833,Jon Peter Anderson,M,22,187,72
3834,Juan Carlos Anderson Munz,M,23,,
3835,Julio Csar Anderson Quiroga,M,28,170,68
3836,Karl Walter Anderson,M,23,186,70
3837,Karl Ruben Anderson,M,22,173,78
3838,Keturah Katie Anderson,F,20,163,63
3839,Kevin Anderson,M,22,200,86
3840,Gerard Rupert Lawrence Laurie Anderson,M,23,,
3841,Lewis Robbins Anderson,M,21,183,59
3842,Lindsey Anderson (Olson-),F,23,163,52
3843,Marcus Mark Anderson,M,16,,
3844,Marvin Anderson,M,26,175,69
3845,Matthew John Matt Anderson,M,25,202,100
3847,Miller Altman Anderson,M,25,,
3848,Murray Anderson,M,27,,
3849,Norman Frederick Anderson,M,22,183,97
3850,Olanda Anderson,M,27,185,80
3851,Otto Kenneth Anderson,M,23,175,68
3852,Patrice Marie Anderson,F,32,173,68
3854,Paul Edward Anderson,M,24,178,141
3855,Roberto J. Anderson,M,,,
3856,Rose Anderson,F,24,178,75
3857,Ross Woods Anderson,M,19,,
3858,Samuel Aurelio Anderson Schweyer,M,22,171,78
3860,Scott Warren Anderson,M,24,,
3861,Shani Anderson,F,25,176,64
3862,Stephen Eugene Steve Anderson,M,22,190,77
3863,Timothy Donald Tim Anderson,M,26,,
3865,Osborne Ty Anderson,M,23,175,77
3866,Verne Ralph Anderson,M,22,,
3867,Warren Anderson,M,27,177,82
3868,Wayne Robert Anderson,M,19,175,70
3869,Wendell Richard Anderson,M,22,182,77
3870,William Will Anderson,M,,,
3872,William Harding Anderson,M,22,,
3873,William Davidson Anderson,M,,,
3874,William Lloyd Willie Anderson Jr.,M,21,200,86
3875,Lesley Anderson-Herweck,F,23,162,45
3876,Karen Linnea Anderson-Oldham,F,18,165,53
3877,Kate Suzanne Anderson-Richardson,F,22,168,51
3878,Eduards Andersons,M,22,,
3879,Carl Adolf Andersson,M,19,,
3880,Agneta Monica Andersson,F,19,172,68
3881,ke Ernst Andersson,M,26,,
3882,ke Gustav Andersson,M,29,,
3883,Albert Per Andersson,M,17,,
3884,Allan Ejvin Andersson,M,28,,
3885,ke Anders Andersson,M,23,177,72
3886,Sven Anders Andersson,M,23,181,76
3887,Anders Wilhelm Andersson,M,44,,
3888,Marion Anita Andersson (-Odell),F,17,,
3889,Anna Christina Andersson,F,20,169,63
3890,Karl Arvid Andersson (-Holtman),M,23,,
3891,Arvid Leander Andersson,M,30,,
3892,Olov Arvid Andersson,M,29,,63.5
3893,Ernst Axel Andersson,M,20,,
3894,Bengt Mikael Andersson,M,22,192,89
3895,Berndt Ingemar Andersson,M,20,183,79
3896,Birger Fredrik Wilhelm Andersson,M,26,170,72
3897,Bjarne Lennart Andersson,M,27,178,68
3898,Bjrn Erling Andersson,M,22,196,105
3899,Bo Viktor Andersson,M,21,178,78
3900,Carl Gustav Andersson (Gorthon-),M,24,,
3901,Carl Nicanor Andersson,M,35,,
3902,Carl-Georg Andersson,M,26,200,115
3903,Cecilia Christine Elisabeth Andersson,F,23,179,74
3904,Erik Cletus Thule Andersson,M,31,,
3905,Curt Ingvar Rafael Andersson,M,35,167,65
3906,David Erik Andersson,M,19,183,78
3907,Elsa Helena Andersson (-Cordes),F,17,,
3908,Per Johan Emil Andersson (-Martinsson),M,24,181,79
3909,Emilia Ingrid Maria Andersson,F,21,175,72
3910,Erik Peter Andersson,M,26,,
3911,Erik Tony Emanuel Andersson,M,19,192,88
3912,Klas Erik Andersson,M,16,,
3913,Eva Maria Andersson,F,15,167,63
3914,Frank ivind Stefan Andersson,M,20,186,93
3915,Gary Knut Emanuel Andersson,M,21,176,70
3918,Erik Gsta Andersson,M,31,,
3919,Gte Erling Andersson,M,27,,
3920,Gunilla Victoria Andersson,F,22,169,69
3921,Gunilla Elisabeth Andersson (-Leinskld),F,20,166,59
3922,Gustaf Emil Andersson,M,38,,
3923,Fritz Gustaf Adolf Andersson (-Gabeling),M,24,,
3924,Ernst Harold Harald Andersson,M,29,191,99
3925,Svensk Hjalmar Zakeus Andersson,M,22,172,63
3926,Karl Ingemar Andersson,M,20,,
3927,Inger Elisabeth Andersson (-Fogelstrm),F,18,171,66
3928,Elsa Ingrid Andersson (-Wallin),F,24,,
3929,Isabellah Moraa Andersson (Amoro-),F,31,170,55
3931,Arne Joakim Andersson,M,17,167,75
3932,Johan Hilarius Andersson (-Anbert),M,23,,
